,date,products_sold,price,trends
111,2015-02-10,130,177.86,61
112,2015-02-11,145,176.82,61
113,2015-02-12,136,177.87,61
114,2015-02-13,126,184.91,61
115,2015-02-14,130,167.67,61
116,2015-02-15,141,178.72,61
117,2015-02-16,148,211.32,61
118,2015-02-17,133,176.87,61
119,2015-02-18,134,189.66,57
120,2015-02-19,136,205.0,57
121,2015-02-20,126,175.69,57
122,2015-02-21,148,192.14,57
123,2015-02-22,156,184.73,57
124,2015-02-23,145,175.1,57
125,2015-02-24,131,177.26,57
126,2015-02-25,133,176.55,57
127,2015-02-26,129,179.9,57
128,2015-02-27,131,189.24,57
129,2015-02-28,125,164.28,57
130,2015-03-01,136,178.53,57
131,2015-03-02,135,179.26,57
132,2015-03-03,134,185.05,57
133,2015-03-04,126,164.38,57
134,2015-03-05,129,176.94,57
135,2015-03-06,128,184.58,57
136,2015-03-07,130,170.62,57
137,2015-03-08,121,183.21,57
138,2015-03-09,128,158.58,57
139,2015-03-10,113,165.55,57
140,2015-03-11,135,158.31,57
141,2015-03-12,123,157.27,57
142,2015-03-13,133,152.85,57
143,2015-03-14,112,168.71,57
144,2015-03-15,123,168.16,57
145,2015-03-16,120,154.43,57
146,2015-03-17,136,158.42,57
147,2015-03-18,114,157.85,58
148,2015-03-19,119,167.96,58
149,2015-03-20,130,187.64,58
150,2015-03-21,130,167.19,58
151,2015-03-22,138,150.54,58
152,2015-03-23,128,174.62,58
153,2015-03-24,129,158.27,58
154,2015-03-25,106,162.73,58
155,2015-03-26,129,184.35,58
156,2015-03-27,125,171.68,58
157,2015-03-28,125,157.54,58
158,2015-03-29,135,173.53,58
159,2015-03-30,103,164.22,58
160,2015-03-31,124,158.48,58
161,2015-04-01,135,174.62,58
162,2015-04-02,140,173.27,58
163,2015-04-03,125,185.68,58
164,2015-04-04,126,162.17,58
165,2015-04-05,128,168.15,58
166,2015-04-06,112,162.99,58
167,2015-04-07,125,170.04,58
168,2015-04-08,107,157.7,58
169,2015-04-09,108,152.0,58
170,2015-04-10,122,156.91,58
171,2015-04-11,130,165.64,58
172,2015-04-12,124,171.61,58
173,2015-04-13,123,142.58,58
174,2015-04-14,124,177.91,58
175,2015-04-15,128,160.81,58
176,2015-04-16,123,166.53,58
177,2015-04-17,108,148.43,58
178,2015-04-18,126,146.92,57
179,2015-04-19,111,153.2,57
180,2015-04-20,113,154.57,57
181,2015-04-21,108,130.41,57
182,2015-04-22,98,148.23,57
183,2015-04-23,117,132.13,57
184,2015-04-24,117,148.46,57
185,2015-04-25,120,161.56,57
186,2015-04-26,111,139.01,57
187,2015-04-27,132,157.43,57
188,2015-04-28,114,151.48,57
189,2015-04-29,121,178.02,57
190,2015-04-30,126,168.71,57
191,2015-05-01,117,156.05,57
192,2015-05-02,128,168.51,57
193,2015-05-03,116,142.29,57
194,2015-05-04,119,158.11,57
195,2015-05-05,119,162.89,57
196,2015-05-06,122,150.11,57
197,2015-05-07,122,164.47,57
198,2015-05-08,129,180.02,57
199,2015-05-09,127,157.62,57
200,2015-05-10,121,173.36,57
201,2015-05-11,119,163.0,57
202,2015-05-12,128,165.84,57
203,2015-05-13,138,172.99,57
204,2015-05-14,121,183.4,57
205,2015-05-15,127,168.4,57
206,2015-05-16,119,181.09,57
207,2015-05-17,137,191.36,57
208,2015-05-18,127,172.07,57
209,2015-05-19,124,162.48,57
210,2015-05-20,122,172.54,57
211,2015-05-21,114,167.14,57
212,2015-05-22,122,170.92,57
213,2015-05-23,109,168.39,57
214,2015-05-24,113,163.01,57
215,2015-05-25,139,165.23,57
216,2015-05-26,131,169.08,57
217,2015-05-27,118,166.0,57
218,2015-05-28,142,175.91,57
219,2015-05-29,124,163.1,57
220,2015-05-30,102,157.59,57
221,2015-05-31,127,188.18,57
222,2015-06-01,125,158.0,57
223,2015-06-02,121,170.33,57
224,2015-06-03,117,151.54,57
225,2015-06-04,133,169.44,57
226,2015-06-05,130,154.73,57
227,2015-06-06,133,182.5,57
228,2015-06-07,146,171.24,57
229,2015-06-08,140,186.95,57
230,2015-06-09,142,176.74,57
231,2015-06-10,140,163.96,57
232,2015-06-11,124,161.15,57
233,2015-06-12,151,173.83,57
234,2015-06-13,142,172.74,57
235,2015-06-14,125,190.94,57
236,2015-06-15,152,179.58,57
237,2015-06-16,136,185.83,57
238,2015-06-17,144,179.43,57
239,2015-06-18,141,185.93,57
240,2015-06-19,136,198.28,57
241,2015-06-20,144,177.04,57
242,2015-06-21,146,197.4,57
243,2015-06-22,159,189.42,57
244,2015-06-23,156,181.69,57
245,2015-06-24,137,195.45,57
246,2015-06-25,135,191.74,57
247,2015-06-26,149,189.01,57
248,2015-06-27,145,184.13,57
249,2015-06-28,138,182.45,57
250,2015-06-29,132,172.55,57
251,2015-06-30,133,191.61,57
252,2015-07-01,147,188.78,57
253,2015-07-02,130,177.75,57
254,2015-07-03,157,168.16,57
255,2015-07-04,145,172.75,57
256,2015-07-05,138,200.23,57
257,2015-07-06,136,192.65,57
258,2015-07-07,137,159.88,57
259,2015-07-08,135,164.44,57
260,2015-07-09,138,175.74,57
261,2015-07-10,134,181.54,57
262,2015-07-11,117,162.17,57
263,2015-07-12,120,173.88,57
264,2015-07-13,131,161.94,57
265,2015-07-14,131,159.89,57
266,2015-07-15,149,175.71,57
267,2015-07-16,132,179.81,57
268,2015-07-17,144,175.45,57
269,2015-07-18,145,171.01,62
270,2015-07-19,142,182.51,62
271,2015-07-20,146,161.83,62
272,2015-07-21,159,162.19,62
273,2015-07-22,151,174.49,62
274,2015-07-23,143,186.63,62
275,2015-07-24,137,185.75,62
276,2015-07-25,145,175.47,62
277,2015-07-26,121,170.53,62
278,2015-07-27,128,194.61,62
279,2015-07-28,145,202.31,62
280,2015-07-29,133,176.44,62
281,2015-07-30,137,175.5,62
282,2015-07-31,141,171.34,62
283,2015-08-01,153,176.42,62
284,2015-08-02,163,192.87,62
285,2015-08-03,151,183.43,62
286,2015-08-04,122,190.05,62
287,2015-08-05,130,185.25,62
288,2015-08-06,136,174.3,62
289,2015-08-07,147,172.69,62
290,2015-08-08,122,185.81,62
291,2015-08-09,123,176.33,62
292,2015-08-10,136,168.0,62
293,2015-08-11,140,178.05,62
294,2015-08-12,144,180.88,62
295,2015-08-13,133,183.17,62
296,2015-08-14,147,186.62,62
297,2015-08-15,153,186.91,62
298,2015-08-16,141,183.89,62
299,2015-08-17,129,176.23,62
300,2015-08-18,130,171.27,64
301,2015-08-19,128,166.21,64
302,2015-08-20,137,171.9,64
303,2015-08-21,117,169.52,64
304,2015-08-22,119,168.47,64
305,2015-08-23,133,173.32,64
306,2015-08-24,139,169.17,64
307,2015-08-25,143,173.32,64
308,2015-08-26,131,168.28,64
309,2015-08-27,154,189.05,64
310,2015-08-28,128,189.22,64
311,2015-08-29,127,190.07,64
312,2015-08-30,153,173.38,64
313,2015-08-31,139,184.24,64
314,2015-09-01,140,190.78,64
315,2015-09-02,140,163.47,64
316,2015-09-03,152,174.76,64
317,2015-09-04,128,182.94,64
318,2015-09-05,137,166.8,64
319,2015-09-06,145,176.62,64
320,2015-09-07,154,185.38,64
321,2015-09-08,139,185.0,64
322,2015-09-09,151,191.61,64
323,2015-09-10,151,179.21,64
324,2015-09-11,148,184.81,64
325,2015-09-12,130,196.49,64
326,2015-09-13,150,199.92,64
327,2015-09-14,167,190.69,64
328,2015-09-15,144,198.47,64
329,2015-09-16,149,201.31,64
330,2015-09-17,153,178.68,64
331,2015-09-18,161,186.37,75
332,2015-09-19,158,195.24,75
333,2015-09-20,140,188.45,75
334,2015-09-21,156,187.83,75
335,2015-09-22,160,204.57,75
336,2015-09-23,148,178.49,75
337,2015-09-24,163,184.61,75
338,2015-09-25,162,189.83,75
339,2015-09-26,152,196.74,75
340,2015-09-27,140,188.74,75
341,2015-09-28,159,186.55,75
342,2015-09-29,165,192.58,75
343,2015-09-30,142,186.05,75
344,2015-10-01,148,198.2,75
345,2015-10-02,154,182.51,75
346,2015-10-03,161,178.24,75
347,2015-10-04,147,201.72,75
348,2015-10-05,149,207.22,75
349,2015-10-06,155,186.56,75
350,2015-10-07,159,185.92,75
351,2015-10-08,174,189.61,75
352,2015-10-09,146,193.56,75
353,2015-10-10,148,192.29,75
354,2015-10-11,166,199.72,75
355,2015-10-12,152,191.47,75
356,2015-10-13,168,207.79,75
357,2015-10-14,145,199.98,75
358,2015-10-15,152,185.12,75
359,2015-10-16,140,206.23,75
360,2015-10-17,158,195.54,75
361,2015-10-18,154,204.82,72
362,2015-10-19,166,209.84,72
363,2015-10-20,178,192.04,72
364,2015-10-21,171,213.7,72
365,2015-10-22,179,211.83,72
366,2015-10-23,154,218.08,72
367,2015-10-24,165,209.53,72
368,2015-10-25,164,209.7,72
369,2015-10-26,175,204.78,72
370,2015-10-27,169,202.36,72
371,2015-10-28,178,184.05,72
372,2015-10-29,145,205.73,72
373,2015-10-30,162,192.18,72
374,2015-10-31,146,197.17,72
375,2015-11-01,154,195.56,72
376,2015-11-02,156,199.11,72
377,2015-11-03,146,211.81,72
378,2015-11-04,157,205.79,72
379,2015-11-05,176,196.11,72
380,2015-11-06,165,185.14,72
381,2015-11-07,158,203.28,72
382,2015-11-08,154,187.19,72
383,2015-11-09,149,197.32,72
384,2015-11-10,160,196.6,72
385,2015-11-11,151,176.85,72
386,2015-11-12,149,192.11,72
387,2015-11-13,150,192.98,72
388,2015-11-14,149,180.48,72
389,2015-11-15,156,183.76,72
390,2015-11-16,151,189.8,72
391,2015-11-17,165,188.59,72
392,2015-11-18,155,177.76,64
393,2015-11-19,141,196.12,64
394,2015-11-20,145,185.18,64
395,2015-11-21,156,197.1,64
396,2015-11-22,141,203.13,64
397,2015-11-23,141,194.29,64
398,2015-11-24,154,179.25,64
399,2015-11-25,138,178.86,64
400,2015-11-26,149,179.91,64
401,2015-11-27,159,192.05,64
402,2015-11-28,148,199.98,64
403,2015-11-29,152,192.23,64
404,2015-11-30,143,193.33,64
405,2015-12-01,158,206.25,64
406,2015-12-02,157,192.88,64
407,2015-12-03,153,201.21,64
408,2015-12-04,152,190.3,64
409,2015-12-05,149,195.01,64
410,2015-12-06,155,192.23,64
411,2015-12-07,139,198.09,64
412,2015-12-08,134,175.02,64
413,2015-12-09,128,183.04,64
414,2015-12-10,140,173.58,64
415,2015-12-11,144,183.44,64
416,2015-12-12,129,178.13,64
417,2015-12-13,141,190.69,64
418,2015-12-14,125,196.59,64
419,2015-12-15,144,183.05,64
420,2015-12-16,145,183.14,64
421,2015-12-17,138,187.12,64
422,2015-12-18,130,179.04,68
423,2015-12-19,145,159.16,68
424,2015-12-20,134,169.95,68
425,2015-12-21,157,186.96,68
426,2015-12-22,133,163.2,68
427,2015-12-23,131,161.49,68
428,2015-12-24,137,190.41,68
429,2015-12-25,128,172.94,68
430,2015-12-26,127,173.91,68
431,2015-12-27,143,182.53,68
432,2015-12-28,145,170.17,68
433,2015-12-29,146,176.56,68
434,2015-12-30,141,177.04,68
435,2015-12-31,137,173.35,68
436,2016-01-01,135,180.76,68
437,2016-01-02,127,191.64,68
438,2016-01-03,144,189.91,68
439,2016-01-04,136,180.28,68
440,2016-01-05,143,175.72,68
441,2016-01-06,147,183.89,68
442,2016-01-07,140,198.53,68
443,2016-01-08,153,190.25,68
444,2016-01-09,156,187.31,68
445,2016-01-10,154,197.9,68
446,2016-01-11,157,182.76,68
447,2016-01-12,150,189.51,68
448,2016-01-13,131,185.96,68
449,2016-01-14,158,188.39,68
450,2016-01-15,143,189.11,68
451,2016-01-16,145,174.13,68
452,2016-01-17,138,168.96,68
453,2016-01-18,155,179.65,61
454,2016-01-19,153,188.99,61
455,2016-01-20,151,187.55,61
456,2016-01-21,147,181.89,61
457,2016-01-22,151,190.99,61
458,2016-01-23,145,180.14,61
459,2016-01-24,141,182.35,61
460,2016-01-25,152,195.53,61
461,2016-01-26,146,181.68,61
462,2016-01-27,134,181.5,61
463,2016-01-28,140,189.37,61
464,2016-01-29,145,198.43,61
465,2016-01-30,145,170.82,61
466,2016-01-31,137,169.31,61
467,2016-02-01,150,169.21,61
468,2016-02-02,140,171.68,61
469,2016-02-03,152,191.43,61
470,2016-02-04,146,185.08,61
471,2016-02-05,144,194.77,61
472,2016-02-06,152,200.29,61
473,2016-02-07,155,189.43,61
474,2016-02-08,149,183.39,61
475,2016-02-09,133,186.4,61
476,2016-02-10,148,193.2,61
477,2016-02-11,149,198.62,61
478,2016-02-12,137,181.18,61
479,2016-02-13,152,194.45,61
480,2016-02-14,139,184.46,61
481,2016-02-15,153,186.1,61
482,2016-02-16,149,184.88,61
483,2016-02-17,149,186.59,61
484,2016-02-18,142,182.32,58
485,2016-02-19,158,199.92,58
486,2016-02-20,171,198.61,58
487,2016-02-21,159,208.94,58
488,2016-02-22,145,198.73,58
489,2016-02-23,151,193.19,58
490,2016-02-24,151,194.57,58
491,2016-02-25,167,179.91,58
492,2016-02-26,147,188.18,58
493,2016-02-27,147,182.91,58
494,2016-02-28,143,208.19,58
495,2016-02-29,163,176.51,58
496,2016-03-01,149,180.75,58
497,2016-03-02,155,194.2,58
498,2016-03-03,139,180.61,58
499,2016-03-04,138,187.45,58
500,2016-03-05,148,183.52,58
501,2016-03-06,139,179.18,58
502,2016-03-07,140,183.11,58
503,2016-03-08,135,188.9,58
504,2016-03-09,141,170.95,58
505,2016-03-10,142,180.4,58
506,2016-03-11,134,168.62,58
507,2016-03-12,117,167.5,58
508,2016-03-13,137,173.89,58
509,2016-03-14,123,191.39,58
510,2016-03-15,139,190.47,58
511,2016-03-16,131,155.09,58
512,2016-03-17,132,159.35,58
513,2016-03-18,139,177.72,62
514,2016-03-19,150,179.45,62
515,2016-03-20,137,177.89,62
516,2016-03-21,131,174.9,62
517,2016-03-22,139,183.26,62
518,2016-03-23,126,165.96,62
519,2016-03-24,137,182.73,62
520,2016-03-25,130,169.09,62
521,2016-03-26,130,189.69,62
522,2016-03-27,138,163.36,62
523,2016-03-28,146,190.26,62
524,2016-03-29,153,178.62,62
525,2016-03-30,128,188.7,62
526,2016-03-31,137,167.37,62
527,2016-04-01,153,188.84,62
528,2016-04-02,148,190.34,62
529,2016-04-03,139,180.39,62
530,2016-04-04,144,169.21,62
531,2016-04-05,133,181.63,62
532,2016-04-06,144,184.85,62
533,2016-04-07,132,169.01,62
534,2016-04-08,133,150.26,62
535,2016-04-09,123,167.65,62
536,2016-04-10,137,170.65,62
537,2016-04-11,127,164.56,62
538,2016-04-12,136,151.63,62
539,2016-04-13,118,171.12,62
540,2016-04-14,112,173.39,62
541,2016-04-15,144,156.34,62
542,2016-04-16,133,167.41,62
543,2016-04-17,113,160.9,62
544,2016-04-18,127,161.26,58
545,2016-04-19,118,167.09,58
546,2016-04-20,112,168.17,58
547,2016-04-21,135,156.23,58
548,2016-04-22,106,164.57,58
549,2016-04-23,117,169.73,58
550,2016-04-24,125,160.68,58
551,2016-04-25,106,153.93,58
552,2016-04-26,110,160.72,58
553,2016-04-27,118,170.92,58
554,2016-04-28,123,165.54,58
555,2016-04-29,129,170.21,58
556,2016-04-30,132,160.34,58
557,2016-05-01,130,179.58,58
558,2016-05-02,125,151.52,58
559,2016-05-03,126,172.78,58
560,2016-05-04,124,163.5,58
561,2016-05-05,117,157.56,58
562,2016-05-06,117,174.07,58
563,2016-05-07,133,169.65,58
564,2016-05-08,137,175.53,58
565,2016-05-09,128,187.85,58
566,2016-05-10,132,179.91,58
567,2016-05-11,150,184.1,58
568,2016-05-12,142,183.81,58
569,2016-05-13,149,191.43,58
570,2016-05-14,139,180.61,58
571,2016-05-15,139,170.04,58
572,2016-05-16,141,167.78,58
573,2016-05-17,128,187.87,58
574,2016-05-18,132,181.33,58
575,2016-05-19,128,168.3,58
576,2016-05-20,139,177.02,58
577,2016-05-21,138,171.34,58
578,2016-05-22,132,171.29,58
579,2016-05-23,134,167.99,58
580,2016-05-24,144,191.13,58
581,2016-05-25,154,189.09,58
582,2016-05-26,125,177.21,58
583,2016-05-27,143,187.7,58
584,2016-05-28,134,177.82,58
585,2016-05-29,139,175.95,58
586,2016-05-30,142,184.15,58
587,2016-05-31,134,181.06,58
588,2016-06-01,128,174.36,58
589,2016-06-02,142,168.95,58
590,2016-06-03,158,179.27,58
591,2016-06-04,126,174.93,58
592,2016-06-05,147,176.58,58
593,2016-06-06,139,188.76,58
594,2016-06-07,145,190.54,58
595,2016-06-08,140,197.66,58
596,2016-06-09,137,188.25,58
597,2016-06-10,143,186.17,58
598,2016-06-11,150,189.92,58
599,2016-06-12,150,208.37,58
600,2016-06-13,138,197.73,58
601,2016-06-14,153,195.17,58
602,2016-06-15,162,177.83,58
603,2016-06-16,148,191.24,58
604,2016-06-17,142,200.49,58
605,2016-06-18,157,186.97,59
606,2016-06-19,163,181.19,59
607,2016-06-20,168,203.38,59
608,2016-06-21,171,207.0,59
609,2016-06-22,173,196.01,59
610,2016-06-23,152,193.04,59
611,2016-06-24,162,198.11,59
612,2016-06-25,169,199.41,59
613,2016-06-26,167,199.93,59
614,2016-06-27,150,205.39,59
615,2016-06-28,132,184.32,59
616,2016-06-29,163,186.53,59
617,2016-06-30,153,193.12,59
618,2016-07-01,155,195.7,59
619,2016-07-02,140,185.11,59
620,2016-07-03,147,176.91,59
621,2016-07-04,137,207.52,59
622,2016-07-05,145,197.23,59
623,2016-07-06,145,184.88,59
624,2016-07-07,155,190.92,59
625,2016-07-08,157,184.88,59
626,2016-07-09,147,160.43,59
627,2016-07-10,148,177.64,59
628,2016-07-11,141,178.31,59
629,2016-07-12,131,180.1,59
630,2016-07-13,137,173.68,59
631,2016-07-14,136,183.97,59
632,2016-07-15,142,199.65,59
633,2016-07-16,147,174.43,59
634,2016-07-17,140,182.17,59
635,2016-07-18,152,213.01,65
636,2016-07-19,143,200.46,65
637,2016-07-20,146,190.69,65
638,2016-07-21,152,186.32,65
639,2016-07-22,146,194.37,65
640,2016-07-23,145,209.9,65
641,2016-07-24,147,195.81,65
642,2016-07-25,142,185.38,65
643,2016-07-26,142,213.68,65
644,2016-07-27,155,194.91,65
645,2016-07-28,156,189.8,65
646,2016-07-29,130,215.79,65
647,2016-07-30,166,203.33,65
648,2016-07-31,144,189.38,65
649,2016-08-01,166,208.15,65
650,2016-08-02,151,200.01,65
651,2016-08-03,152,186.96,65
652,2016-08-04,146,188.45,65
653,2016-08-05,160,198.76,65
654,2016-08-06,144,200.04,65
655,2016-08-07,152,185.45,65
656,2016-08-08,141,174.09,65
657,2016-08-09,139,184.68,65
658,2016-08-10,150,190.84,65
659,2016-08-11,142,192.68,65
660,2016-08-12,160,192.37,65
661,2016-08-13,151,191.86,65
662,2016-08-14,144,190.69,65
663,2016-08-15,163,181.9,65
664,2016-08-16,130,196.05,65
665,2016-08-17,148,201.44,65
666,2016-08-18,129,174.27,62
667,2016-08-19,145,177.21,62
668,2016-08-20,138,166.18,62
669,2016-08-21,135,178.93,62
670,2016-08-22,135,194.71,62
671,2016-08-23,155,179.41,62
672,2016-08-24,151,180.53,62
673,2016-08-25,145,189.42,62
674,2016-08-26,149,196.6,62
675,2016-08-27,162,201.39,62
676,2016-08-28,161,181.35,62
677,2016-08-29,159,190.37,62
678,2016-08-30,145,184.76,62
679,2016-08-31,169,190.32,62
680,2016-09-01,145,190.9,62
681,2016-09-02,151,189.53,62
682,2016-09-03,143,190.32,62
683,2016-09-04,145,198.56,62
684,2016-09-05,151,185.99,62
685,2016-09-06,151,198.34,62
686,2016-09-07,162,203.58,62
687,2016-09-08,159,201.75,62
688,2016-09-09,174,190.42,62
689,2016-09-10,151,212.33,62
690,2016-09-11,155,193.49,62
691,2016-09-12,159,219.46,62
692,2016-09-13,170,208.18,62
693,2016-09-14,162,188.1,62
694,2016-09-15,182,204.81,62
695,2016-09-16,159,197.95,62
696,2016-09-17,155,196.72,62
697,2016-09-18,159,178.69,100
698,2016-09-19,151,213.43,100
699,2016-09-20,160,218.52,100
700,2016-09-21,162,204.58,100
701,2016-09-22,158,198.57,100
702,2016-09-23,159,201.71,100
703,2016-09-24,165,223.71,100
704,2016-09-25,173,204.35,100
705,2016-09-26,166,196.61,100
706,2016-09-27,154,189.29,100
707,2016-09-28,174,192.54,100
708,2016-09-29,165,197.41,100
709,2016-09-30,153,194.69,100
710,2016-10-01,156,190.94,100
711,2016-10-02,162,197.85,100
712,2016-10-03,156,199.35,100
713,2016-10-04,162,198.09,100
714,2016-10-05,152,209.97,100
715,2016-10-06,173,206.12,100
716,2016-10-07,181,198.2,100
717,2016-10-08,174,221.91,100
718,2016-10-09,178,218.88,100
719,2016-10-10,176,220.65,100
720,2016-10-11,161,216.69,100
721,2016-10-12,184,221.03,100
722,2016-10-13,162,197.26,100
723,2016-10-14,146,214.89,100
724,2016-10-15,174,216.98,100
725,2016-10-16,185,209.14,100
726,2016-10-17,172,238.19,100
727,2016-10-18,178,212.51,70
728,2016-10-19,168,213.15,70
729,2016-10-20,187,199.27,70
730,2016-10-21,170,216.84,70
731,2016-10-22,175,222.81,70
732,2016-10-23,175,213.46,70
733,2016-10-24,181,225.54,70
734,2016-10-25,174,211.46,70
735,2016-10-26,168,222.04,70
736,2016-10-27,164,201.54,70
737,2016-10-28,151,204.55,70
738,2016-10-29,169,203.98,70
739,2016-10-30,176,217.34,70
740,2016-10-31,186,209.51,70
741,2016-11-01,152,216.66,70
742,2016-11-02,178,195.17,70
743,2016-11-03,188,221.64,70
744,2016-11-04,174,212.5,70
745,2016-11-05,161,213.85,70
746,2016-11-06,160,200.8,70
747,2016-11-07,169,190.5,70
748,2016-11-08,166,204.2,70
749,2016-11-09,161,204.54,70
750,2016-11-10,173,187.46,70
751,2016-11-11,161,203.77,70
752,2016-11-12,152,205.4,70
753,2016-11-13,163,196.11,70
754,2016-11-14,163,197.03,70
755,2016-11-15,157,206.12,70
756,2016-11-16,152,215.13,70
757,2016-11-17,175,202.34,70
758,2016-11-18,159,191.97,66
759,2016-11-19,165,201.86,66
760,2016-11-20,162,215.02,66
761,2016-11-21,165,202.46,66
762,2016-11-22,161,203.9,66
763,2016-11-23,149,184.08,66
764,2016-11-24,153,192.36,66
765,2016-11-25,165,205.6,66
766,2016-11-26,165,215.86,66
767,2016-11-27,154,207.95,66
768,2016-11-28,165,199.72,66
769,2016-11-29,171,213.44,66
770,2016-11-30,171,213.54,66
771,2016-12-01,181,200.92,66
772,2016-12-02,185,205.79,66
773,2016-12-03,153,204.73,66
774,2016-12-04,150,206.26,66
775,2016-12-05,164,202.34,66
776,2016-12-06,159,206.74,66
777,2016-12-07,150,219.64,66
778,2016-12-08,151,206.48,66
779,2016-12-09,141,197.12,66
780,2016-12-10,159,199.1,66
781,2016-12-11,157,200.34,66
782,2016-12-12,161,187.14,66
783,2016-12-13,144,197.97,66
784,2016-12-14,172,183.55,66
785,2016-12-15,160,212.24,66
786,2016-12-16,144,204.03,66
787,2016-12-17,155,199.53,66
788,2016-12-18,137,187.99,69
789,2016-12-19,144,195.5,69
790,2016-12-20,143,185.07,69
791,2016-12-21,130,166.72,69
792,2016-12-22,159,172.93,69
793,2016-12-23,152,188.24,69
794,2016-12-24,124,179.53,69
795,2016-12-25,145,185.31,69
796,2016-12-26,150,185.26,69
797,2016-12-27,146,184.28,69
798,2016-12-28,157,188.77,69
799,2016-12-29,160,185.81,69
800,2016-12-30,154,182.45,69
801,2016-12-31,151,197.75,69
802,2017-01-01,148,188.64,69
803,2017-01-02,138,189.67,69
804,2017-01-03,141,183.09,69
805,2017-01-04,154,194.55,69
806,2017-01-05,155,192.74,69
807,2017-01-06,137,206.61,69
808,2017-01-07,145,188.24,69
809,2017-01-08,154,199.62,69
810,2017-01-09,149,195.43,69
811,2017-01-10,153,207.52,69
812,2017-01-11,160,193.36,69
813,2017-01-12,159,186.75,69
814,2017-01-13,164,204.36,69
815,2017-01-14,154,201.47,69
816,2017-01-15,157,197.03,69
817,2017-01-16,143,206.27,69
818,2017-01-17,154,204.29,69
819,2017-01-18,139,187.92,62
820,2017-01-19,158,208.69,62
821,2017-01-20,141,193.18,62
